controller	idle_floor_config	num_cycles	wait_time	wait_time_interval	idle_time	idle_time_interval
Nearest	(2, 3, 4)	355	3.305116300618002	0.02970840050068828	0.34109822948236795	0.011104002840360297
Random	(1, 1, 4)	162	4.532401862806127	0.03049799775729793	0.5595383424356933	0.012181030855575248
Zoning	(1, 1, 4)	133	4.27085296111437	0.03191040624700666	0.4132372588681101	0.01149713354714552
Nearest	(1, 1, 4)	300	3.6493791446197132	0.028148479455691898	0.3243965297714087	0.010041643594257197
Random	(2, 4, 6)	157	4.459653294335445	0.035312546727585284	0.5673088022358399	0.013388422475967257
Zoning	(2, 4, 6)	170	3.950739077414242	0.036641200681745485	0.4727375965943121	0.011711976624284392
Nearest	(2, 4, 6)	310	3.506390610566613	0.03044457284182232	0.3524541455249992	0.010301969655776056
Random	(1, 1, 1)	129	4.657603128325141	0.03070521671795985	0.5270686009247252	0.012166785113510596
Zoning	(1, 1, 1)	122	4.503217193999977	0.03543245197440842	0.386139917987392	0.012519070157744134
Nearest	(1, 1, 1)	285	3.876149118996622	0.03274375901431489	0.3103118697764967	0.009696504604235713
